,case number,Timestamp,Who was the member adjudicating the decision?,What was the location of the landlord tenant board?,Did the decision state the landlord was represented?,Did the decision state the landlord attended the hearing?,Did the decision state the tenant was represented?,Did the decision state the tenant attended the hearing?,Did the decision state the landlord was a not-for-profit landlord (e.g. Toronto Community Housing)?,Did the decision state the tenant was collecting a subsidy?,What was the outcome of the case?,"What was the length of the tenancy, or in other words, how long had the tenants lived at the residence in question? ",What was the monthly rent?,What was the amount of the rental deposit? ,"If any rent increases occurred, what was the rent after the increase(s)?",What was the total amount of arrears?,Over how many months did the arrears accumulate? ,"If the tenant made a payment on the arrears after the eviction notice was served and/or prior to the hearing, what was the amount of the payment? ","Did the decision mention a history of arrears by the tenant separate from the arrears in the current claim (more than one period of arrears, recurrently coming in and out of arrears, arrears with previous landlord, etc.)?","Did the member find the tenant had or seemed to have the ability to pay rent, but chose not do so?","What were the specific mental, medical, or physical conditions of the tenant, if any? ",Did the decision state that the tenant had children living with them?,Was the tenant employed at the time of the hearing?,"If the tenant was not employed, did the decision state the tenant was receiving any form of government assistance (e.g. OW, childcare benefits, ODSP, OSAP)?","If the tenant was employed, did the decision state any doubts about the stability of employment e.g. lack of guaranteed hours, contract work, etc.?",Did the member find the tenant had sufficient income to pay rent?,Did the decision mention the tenant lost their job leading up to or during the period of the hearing?,"Did the decision mention any other extenuating circumstances experienced by the tenant leading up to or during the period of the claim (e.g. hospitalization, death in the family, etc.)?","Did the decision mention the tenant’s difficulty finding alternative housing for any reason e.g.physical limitations, reliance on social assistance, etc.?",Did the decision state the tenant was given prior notice for the eviction?,Did the decisions state postponement would result in the tenant accruing additional arrears?,Which other specific applications of the landlord or the tenant were mentioned?,Did the decision mention the validity of an N4 eviction notice?,Payment Plan
329,TEL-07076-19,12/30/2020 15:55:30,Shelby Whittick,Peterborough,1,0,0,1,0,0,Payment plan,7.0,1520.0,1520.0,0,4539.95,3.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,[],0,1.0
330,TEL-87815-18,1/28/2021 20:34:02,Ruth Carey,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1450.0,0,2900.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
331,TEL-87952-18,1/28/2021 20:35:35,Laura Hartslief,Toronto,1,1,0,1,0,0,No relief,36.0,1595.9445741324917,1050.0,0,3287.5,4.0,1,0,0,0,1,1,0,-1,1,0,0,0,1,1,[],0,0.0
332,TEL-87995-18,1/28/2021 20:38:17,Elana Rose,Toronto,0,1,0,1,0,0,No relief,18.0,1595.9445741324917,1050.0,0,2193.9,13.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
333,TEL-88012-18,1/28/2021 20:39:06,Shelby Whittick,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,2200.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'L3', 'N5']",0,0.0
334,TEL-88019-18,1/28/2021 20:44:27,Shelby Whittick,Toronto,0,1,0,1,0,0,No relief,23.0,1595.9445741324917,1600.0,0,8086.4,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
335,SWL-12164-18,12/30/2020 16:38:54,Carol McDermott,London,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,765.0,1365.9816966067865,0,2000.0,3.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"['L1', 'L2', 'L9']",1,0.0
336,SWL-12239-18,12/30/2020 16:52:43,Kevin Lundy,London,1,0,0,0,0,0,No relief,6.306049004594181,999.06,965.0,0,3855.9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",1,0.0
337,SWL-12285-18,12/30/2020 17:02:36,Carol McDermott,London,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,600.0,0.0,0,4999.0,8.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,[],0,0.0
338,SWL-12415-18,12/30/2020 17:16:05,Carol McDermott,London,0,1,1,1,0,0,Postponement of eviction,16.0,897.0,1365.9816966067865,0,8660.06,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L2', 'N5']",0,0.0
339,SWL-12547-18 and SWL-12548-18,12/30/2020 17:39:53,Melanie Love,London,0,1,0,0,0,0,No relief,6.306049004594181,950.0,0.0,1,30.96,1.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,"['L1', 'L2']",0,0.0
340,TEL-88259-18,1/28/2021 20:45:29,Laura Hartslief,Toronto,1,1,1,1,0,0,No relief,12.0,1595.9445741324917,1500.0,0,7500.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,[],0,0.0
341,TEL-07267-19-IN,12/30/2020 19:55:05,Shelby Whittick,Toronto,0,1,0,1,0,0,Landlord's Application for Eviction was dismissed,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['N5'],0,0.0
342,TEL-88325-18,1/28/2021 20:46:28,Laura Hartslief,Toronto,0,1,0,1,0,0,No relief,8.0,1595.9445741324917,850.0,0,5950.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,[],0,0.0
343,TEL-07341-19,12/30/2020 20:08:00,Shelby Whittick,Toronto,1,1,0,1,0,0,Postponement of eviction,6.306049004594181,1126.83,1126.83,0,2990.32,4.0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,[],0,0.5
344,TEL-88344-18-RV,1/28/2021 20:47:32,Shelby Whittick,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4418.93,5.0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,[],0,0.0
345,TEL-88409-18,1/28/2021 20:48:26,Jim McMaster,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,527.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
346,TEL-07365-19,12/30/2020 20:21:28,Shelby Whittick,Toronto,1,0,1,0,0,0,No relief,6.306049004594181,1325.31,1325.31,1,7159.4,6.0,1,0,0,0,0,-1,-1,0,0,0,0,0,1,1,[],0,0.5
347,TEL-88409-18-RV,12/31/2020 22:50:42,Shelby Whittick,Toronto,1,0,0,1,0,0,Payment plan,6.306049004594181,1595.9445741324917,1365.9816966067865,0,202.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,[],0,1.0
348,TEL-88447-18,1/28/2021 20:49:24,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,36.0,1595.9445741324917,1099.17,0,5495.11,6.0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,[],0,0.5
349,TEL-88465-18-RV,12/30/2020 20:38:27,Laura Hartslief,Toronto,1,1,0,1,0,0,Postponement of eviction,17.0,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,1,1,0,-1,0,0,0,0,1,0,[],0,0.0
350,TEL-88511-18,1/28/2021 20:50:45,Jim McMaster,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1356.24,1,2745.64,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
351,TEL-88533-18,12/30/2020 20:56:24,Elana Rose,Toronto,1,0,0,1,0,0,No relief,100.0,1595.9445741324917,880.04,0,2483.49,6.306049004594181,1,1,1,1,0,1,1,-1,1,0,0,0,1,1,[],0,0.5
352,SWL-12693-18,12/30/2020 21:12:07,Carol McDermott,London,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1050.0,0,2745.51,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'L9']",1,0.0
353,SWL-12927-18,12/30/2020 21:27:20,Kevin Lundy,London,1,0,0,1,0,0,Postponement of eviction,17.0,1400.0,1400.0,0,2274.52,2.0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,"['L1', 'L2']",0,0.0
354,SWL-13125-18  ,12/30/2020 21:43:15,Kevin Lundy,London,0,1,1,0,0,0,Postponement of eviction,112.0,1065.4,1100.0,0,415.78,1.0,0,0,0,1,0,1,0,-1,1,0,1,1,1,1,"['L1', 'L2', 'N5']",0,0.0
355,SWL-13553-18,12/30/2020 21:54:37,Melanie Love,London,1,0,0,0,0,0,No relief,18.0,1595.9445741324917,1150.0,0,4391.92,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
356,TEL-90711-18,1/14/2021 18:05:47,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,89.0,1595.9445741324917,1199.0,0,4035.66,3.0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,[],0,0.0
357,TEL-90753-18   ,1/14/2021 18:09:28,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,4.0,2650.0,2650.0,0,7950.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,[],0,0.0
358,TEL-90826-18,1/14/2021 18:15:55,Jim McMaster,Whitby,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1800.0,0,9981.4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'N5']",0,0.0
359,TEL-90922-18,1/14/2021 18:21:50,Shelby Whittick,Whitby ,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1300.0,0,3900.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
360,SWL-13848-18,12/30/2020 22:45:05,Nathan Ferguson,London,1,1,0,1,0,0,No relief,4.0,850.0,850.0,0,1867.67,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'T2', 'T6']",0,0.0
361,TEL-90971-18,1/14/2021 18:24:56,Shelby Whittick,Whitby ,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1126.0,0,951.65,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
362,SWL-13901-18/SWT-14627-18,12/30/2020 23:52:56,Kevin Lundy,London,1,0,1,1,0,0,Postponement of eviction,10.0,1050.0,1050.0,0,4200.0,4.0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,"['L1', 'T2', 'T6']",0,0.0
363,SWL-14299-18,12/31/2020 0:17:41,Carol McDermott,London,0,1,1,0,0,0,Postponement of eviction,12.0,865.3,850.0,0,831.1,1.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,['T6'],0,0.0
364,SWL-14340-18,12/31/2020 0:33:55,Lorraine Mathers,London,1,0,0,1,0,0,Payment plan,6.0,979.47,965.0,0,1469.03,5.0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,[],0,1.0
365,SWL-14374-18,12/31/2020 0:48:34,Nathan Ferguson,London,1,1,0,0,0,0,No relief,6.306049004594181,1000.0,0.0,0,3912.64,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'N5', 'N6']",0,0.0
366,SWL-14642-18,12/31/2020 1:04:07,Melanie Love,London,1,1,0,0,0,0,Payment plan,33.0,1015.0,1000.0,0,2445.0,4.0,1,0,0,0,0,1,0,-1,1,0,0,0,1,0,"['L1', 'L2', 'N5', 'N8']",1,0.0
367,SWL-15637-18,12/31/2020 1:13:10,Melanie Love,London,1,0,0,0,0,0,No relief,6.306049004594181,972.0,0.0,0,2673.99,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'N5']",0,0.0
368,TEL-88672-18,1/28/2021 20:51:49,Ruth Carey,Toronto,1,1,0,1,0,0,No relief,10.0,1950.0,1950.0,0,7800.0,4.0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,[],0,0.5
369,TEL-88743-18,12/31/2020 23:03:25,Ruth Carey,Toronto,0,1,1,1,0,0,No relief,6.306049004594181,1595.9445741324917,2200.0,0,7700.0,4.0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,[],0,0.0
370,TEL-88767-18,12/31/2020 11:39:20,Laura Hartslief,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4694.26,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,[],0,0.0
371,TEL-88781-18,1/28/2021 20:52:49,Laura Hartslief,Toronto,1,1,0,0,0,0,No relief,19.0,1595.9445741324917,1130.0,0,3370.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
372,TEL-88799-18,12/31/2020 11:50:30,Laura Hartslief,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,609.89,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
373,TEL-88801-18,12/31/2020 12:24:15,Ruth Carey,Toronto,1,1,0,1,0,0,No relief,7.0,1595.9445741324917,1050.0,0,1700.0,6.306049004594181,1,0,0,0,0,-1,-1,0,0,1,0,0,1,1,[],1,0.5
374,TEL-88820-18,12/31/2020 12:28:53,Shelby Whittick,Toronto,0,1,0,1,0,0,Payment plan,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4090.0,6.306049004594181,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,[],0,1.0
375,TEL-88845-18,12/31/2020 12:39:13,Ruth Carey,Toronto,1,0,0,1,0,0,Payment plan,48.0,1081.88,1365.9816966067865,0,829.62,3.0,1,1,0,0,0,1,0,-1,1,0,1,0,1,0,[],0,1.0
376,TEL-88860-18,1/28/2021 20:54:03,Ruth Carey,Toronto,0,1,0,1,0,0,No relief,10.0,1595.9445741324917,1500.0,0,5500.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,[],0,0.5
377,SWL-15775-18,12/31/2020 13:55:52,Carol McDermott,London,1,0,1,1,0,0,Postponement of eviction,6.306049004594181,244.0,0.0,0,968.76,4.0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,"['L1', 'L2']",0,0.0
378,SWL-16096-18,12/31/2020 14:07:46,Carol McDermott,London,0,1,0,1,0,0,Payment plan,6.306049004594181,775.0,0.0,0,3290.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"['L1', 'L2']",0,0.0
379,SWL-16394-18,12/31/2020 14:15:36,Nathan Ferguson,London,1,0,1,1,0,0,Payment plan,6.306049004594181,1012.1,950.0,0,648.0,10.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,[],0,0.0
380,SWL-16478-18,12/31/2020 14:32:38,Nathan Ferguson,London,1,0,0,1,0,0,No relief,6.306049004594181,973.18,35.06,0,1561.9,11.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
381,SWL-16624-18,12/31/2020 14:40:14,Carol McDermott,London,0,1,0,0,0,0,No relief,6.306049004594181,800.0,700.0,0,1131.72,6.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,"['L1', 'L2', 'L3']",0,0.0
382,SWL-16668-18,12/31/2020 14:49:55,Melanie Love,London,1,0,0,0,0,0,No relief,6.306049004594181,1150.0,1150.0,0,2694.66,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'N5']",1,0.0
383,TEL-89083-18,1/28/2021 20:54:45,Laura Hartslief,Toronto,1,0,0,0,0,0,No relief,12.0,1595.9445741324917,1200.0,0,6700.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
384,TEL-89124-18,12/31/2020 15:01:39,Shelby Whittick,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1318.21,0,6185.36,16.0,1,1,0,0,1,-1,1,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
385,TEL-89126-18,1/28/2021 20:57:28,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,51.0,1595.9445741324917,1365.9816966067865,0,5760.0,3.0,0,0,0,0,1,-1,-1,0,0,1,0,0,1,1,[],0,0.0
386,TEL-89165-18,12/31/2020 15:17:03,Elana Rose,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4794.8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
387,TEL-89165-18,12/31/2020 15:17:09,Elana Rose,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4794.8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
388,TEL-86029-17,12/31/2020 15:23:01,Ruth Carey,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,965.0,950.0,0,2895.0,3.0,0,0,0,1,0,-1,1,0,0,1,0,0,1,0,[],0,0.0
389,TEL-89192-18-RV,12/31/2020 15:28:25,Ruth Carey,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,8.0,1,0,0,0,0,-1,0,0,0,0,0,0,1,1,[],0,0.0
390,TEL-86069-17,12/31/2020 15:44:19,Shelby Whittick,Whitby,0,1,0,1,0,0,Payment plan,6.306049004594181,1765.0,1765.0,0,3917.11,5.0,0,0,0,0,1,-1,1,0,0,0,0,0,1,0,[],0,0.0
391,TEL-86130-17,12/31/2020 15:50:14,Gobinder Randhawa,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1350.0,1350.0,0,2888.71,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
392,TEL-86133-17,12/31/2020 15:57:25,Shelby Whittick,Whitby,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1060.0,0,5363.55,5.0,0,0,0,1,0,-1,-1,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
393,TEL-86219-17,12/31/2020 16:41:11,Jim McMaster,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,969.0,0,2423.63,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
394,TEL-86233-17,12/31/2020 17:23:38,Gorbinder Randhawa,Toronto,0,1,0,0,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,863.0,0,769.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
395,TEL-86494-17,12/31/2020 17:27:45,Gobinder Randhawa,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1330.0,0,2700.62,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
396,TEL-86607-17,12/31/2020 17:34:53,Gobinder Randhawa,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1315.0,0,5711.53,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
397,TEL-89226-18,1/28/2021 20:59:06,Elana Rose,Toronto,0,1,0,1,0,0,No relief,20.0,1595.9445741324917,1100.0,0,3300.0,3.0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,['L1'],0,0.5
398,TEL-89232-18-RV,12/31/2020 18:25:29,Laura Hartslief,Toronto,0,1,0,1,0,0,Payment plan,276.0,1595.9445741324917,1365.9816966067865,0,3544.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,[],0,1.0
399,TEL-89270-18,1/28/2021 21:01:56,Shelby Whittick,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,695.0,0,3620.0,8.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,[],0,0.5
400,TEL-89315-18,1/28/2021 21:03:05,Elana Rose,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5458.89,3.0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,[],0,0.5
401,TEL-89342-18-RV,1/28/2021 21:05:00,Ruth Carey,Toronto,0,1,1,1,0,1,No relief,6.306049004594181,990.0,1365.9816966067865,0,4680.0,7.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,[],0,0.0
402,TEL-89372-18,12/31/2020 19:07:30,Shelby Whittick,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,200.81,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
403,TEL-89392-18-AM,1/28/2021 21:06:12,Ruth Carey,Toronto,1,1,0,0,0,0,No relief,28.0,1157.1,1140.0,0,3471.5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
404,TEL-89392-18-RV  ,12/31/2020 19:23:15,Shelby Whittick,Toronto,1,0,0,1,0,0,No relief,27.0,1595.9445741324917,1140.0,0,5608.17,7.0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,[],0,0.5
405,TEL-89446-18,12/31/2020 19:31:46,Shelby Whittick,Toronto,0,1,0,0,0,0,No relief,13.0,1595.9445741324917,1890.0,0,9734.86,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
406,TEL-89446-18,1/28/2021 21:08:42,Shelby Whittick,Toronto,0,1,0,0,0,0,No relief,13.0,1595.9445741324917,1890.0,0,9450.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
407,TEL-89449-18,1/28/2021 21:09:27,Elana Rose,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,2450.0,0,9800.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"['L1', 'N5']",0,0.0
408,TEL-86690-17,1/1/2021 13:12:27,Shelby Whittick,Whitby,0,1,0,1,0,0,No relief,6.306049004594181,2600.0,2600.0,0,7800.0,3.0,0,0,0,0,1,-1,1,0,0,0,0,0,1,0,[],0,0.5
409,TEL-86783-17,1/1/2021 13:31:55,Laura Hartslief,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2200.0,0,16500.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
410,TEL-86823-17,1/1/2021 13:49:46,Laura Hartslief,Whitby,1,0,0,1,0,0,Postponement of eviction,48.0,1300.0,1365.9816966067865,0,6500.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,[],0,0.5
411,TEL-86908-17,1/1/2021 13:55:42,Jim McMaster,Peterborough,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1000.0,0,5600.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
412,TEL-86991-17,1/1/2021 14:24:17,Laura Hartslief,Toronto,1,1,0,1,0,0,No relief,20.0,1700.0,1700.0,0,13964.74,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'T2', 'T6']",0,0.0
413,TEL-87077-17,1/1/2021 14:43:30,Shelby Whittick,Whitby,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,7600.0,0,7600.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
414,TEL-87094-17,1/1/2021 14:55:02,Laura Hartslief,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1200.0,1200.0,0,4800.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
415,TEL-87107-17,1/1/2021 15:03:25,Laura Hartslief,Whitby,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1619.0,0,4887.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],1,0.0
416,TEL-87140-17,1/1/2021 15:13:34,Ruth Carey,Whitby,0,1,0,0,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3450.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
417,TEL-07737-19,1/1/2021 16:42:38,Sonia Anwar-Ali,Whitby,0,1,0,0,0,0,No relief,6.306049004594181,984.5,984.5,0,3938.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
418,TEL-07999-20,1/1/2021 16:52:29,Sonia Anwar-Ali,Toronto,1,1,0,0,0,0,Payment plan,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3996.8,4.0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,[],0,1.0
419,TEL-11185-20-IN-AM,1/1/2021 17:01:44,Troy Rossignol,by telephone,0,1,0,0,0,0,No relief,9.0,650.0,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"['L2', 'N5', 'N7']",0,0.0
420,TEL-61064-15-RV,1/1/2021 17:11:51,Sonia Anwar-Ali,Peterborough,0,1,0,0,0,0,Application dismissed,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"['L2', 'N5']",0,0.0
421,TET-99341-19,1/1/2021 17:26:33,Ruth Carey,Peterborough,0,1,1,1,0,0,Abatement of Rent,20.0,833.33,1365.9816966067865,0,0.0,6.306049004594181,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,['L2'],0,0.0
422,TSL-94351-18,1/1/2021 17:44:02,Nancy Henderson,Toronto,1,0,0,1,0,0,Postponement of eviction,21.0,1359.09,1359.09,0,2269.54,3.0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,['L2'],0,0.0
423,TSL-94482-18,1/1/2021 18:19:11,Renee Lang,Toronto,0,1,1,0,0,0,No relief,6.306049004594181,1950.0,1950.0,0,7800.0,3.0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,"['L2', 'N5']",0,0.0
424,TNL-08103-18,1/1/2021 22:03:29,Nancy Morris,Toronto,0,0,1,0,0,0,Application Dismissed,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['L2'],0,0.0
425,TNL-15147-19,1/1/2021 22:13:03,Debbie Mosaheb,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,713.0,1365.9816966067865,0,6417.0,9.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,[],0,0.0
426,TEL-91060-18,1/14/2021 18:27:48,Elana Rose,Whitby ,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,2200.0,0,6600.0,3.0,0,0,0,0,1,1,1,-1,0,0,0,0,1,0,[],0,0.5
427,TNL-17478-19,1/1/2021 22:22:46,Nancy Morris,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1190.0,1190.0,0,8330.0,7.0,0,0,0,0,1,-1,-1,0,1,1,1,1,1,1,[],0,0.5
428,TNL-19088-19,1/1/2021 22:27:28,Nancy Morris,Toronto,0,0,0,0,0,0,No relief,6.306049004594181,1000.0,1000.0,0,6000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['L2'],0,0.0
429,TEL-91060-18-RV,1/14/2021 18:29:39,Ruth Carey,Review completed without hearing ,0,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2200.0,0,6600.0,3.0,0,0,0,0,1,1,1,-1,0,0,0,0,1,0,[],0,0.5
430,TEL-91077-18   ,1/14/2021 18:32:32,Elana Rose,Whitby ,1,0,0,1,0,0,Payment plan,36.0,1595.9445741324917,1323.04,0,3335.0,5.0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,[],0,1.0
431,TEL-91104-18,1/14/2021 18:42:06,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,120.0,1595.9445741324917,1365.9816966067865,0,3552.23,5.0,1,0,0,1,0,1,0,-1,0,0,0,1,1,1,[],0,0.0
